#Romname;Title;Emulator;Cloneof;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Favourite;Tags;PlayedCount;PlayedTime;FileIsAvailable
oldsplus;Oriental Legend 2 (Korea) / Xiyou Shi E Chuan Qunmoluanwu (World, China, Japan, Hong Kong, Taiwan) (ver. 205) [Oriental Ex];mame;;2004;IGS;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;pgm;PGM (Polygame Master) System BIOS;;4;;;0;;1
orleg2_101;Oriental Legend 2 (V101, Oversea);mame;orleg2;2007;IGS;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;orleg2;Oriental Legend 2 (V104, Oversea);;4;;;0;;1
orleg2_103;Oriental Legend 2 (V103, Oversea);mame;orleg2;2007;IGS;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;orleg2;Oriental Legend 2 (V104, Oversea);;4;;;0;;1
orleg2;Oriental Legend 2 (V104, Oversea);mame;;2007;IGS;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;;;;4;;;0;;1
olds100;Oriental Legend Special / Xiyou Shi E Chuan Super (ver. 100, set 1);mame;olds;1998;IGS;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;olds;Oriental Legend Super / Xiyou Shi E Chuan Super (ver. 101, Korean Board);;4;;;0;;1
olds100a;Oriental Legend Special / Xiyou Shi E Chuan Super (ver. 100, set 2);mame;olds;1998;IGS;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;olds;Oriental Legend Super / Xiyou Shi E Chuan Super (ver. 101, Korean Board);;4;;;0;;1
olds;Oriental Legend Super / Xiyou Shi E Chuan Super (ver. 101, Korean Board);mame;;1998;IGS;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;pgm;PGM (Polygame Master) System BIOS;;4;;;0;;1
ogonsiro;Ougon no Shiro (Japan);mame;gladiatr;1986;Allumer / Taito Corporation;Fighter / 2D;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;gladiatr;Gladiator (US);;3;;;0;;1
powb;P.O.W. - Prisoners of War (bootleg of US version 1);mame;pow;1988;bootleg;Fighter / 2.5D;2P alt;0;joystick (8-way),joystick (8-way);imperfect;1;raster;pow;P.O.W. - Prisoners of War (US version 1);;3;;;0;;1
powa;P.O.W. - Prisoners of War (US version 1, mask ROM sprites);mame;pow;1988;SNK;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;pow;P.O.W. - Prisoners of War (US version 1);;3;;;0;;1
pow;P.O.W. - Prisoners of War (US version 1);mame;;1988;SNK;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
samsho4k;Pae Wang Jeon Seol / Legend of a Warrior (Korean censored Samurai Shodown IV);mame;samsho4;1996;SNK;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;samsho4;Samurai Shodown IV - Amakusa's Revenge / Samurai Spirits - Amakusa Kourin (NGM-222 ~ NGH-222);;4;;;0;;1
psoldier;Perfect Soldiers (Japan);mame;ssoldier;1993;Irem;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;ssoldier;Superior Soldiers (US);;6;;;0;;1
ppan;Peter Pan (bootleg of Hook);mame;hook;1992;bootleg;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;hook;Hook (World);;2;;;0;;1
pitfightb;Pit Fighter (bootleg);mame;pitfight;1990;bootleg;Fighter / Versus;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;pitfight;Pit Fighter (rev 9);;3;;;0;;1
pitfightj;Pit Fighter (Japan rev 3, 2 players);mame;pitfight;1990;Atari Games;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;pitfight;Pit Fighter (rev 9);;3;;;0;;1
pitfight1p2;Pit Fighter (rev 1, 2 players);mame;pitfight;1990;Atari Games;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;pitfight;Pit Fighter (rev 9);;3;;;0;;1
pitfight2;Pit Fighter (rev 2);mame;pitfight;1990;Atari Games;Fighter / Versus;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;pitfight;Pit Fighter (rev 9);;3;;;0;;1
pitfight3;Pit Fighter (rev 3);mame;pitfight;1990;Atari Games;Fighter / Versus;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;pitfight;Pit Fighter (rev 9);;3;;;0;;1
pitfight4;Pit Fighter (rev 4);mame;pitfight;1990;Atari Games;Fighter / Versus;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;pitfight;Pit Fighter (rev 9);;3;;;0;;1
pitfight5;Pit Fighter (rev 5);mame;pitfight;1990;Atari Games;Fighter / Versus;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;pitfight;Pit Fighter (rev 9);;3;;;0;;1
pitfight6;Pit Fighter (rev 6);mame;pitfight;1990;Atari Games;Fighter / Versus;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;pitfight;Pit Fighter (rev 9);;3;;;0;;1
pitfight7;Pit Fighter (rev 7);mame;pitfight;1990;Atari Games;Fighter / Versus;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;pitfight;Pit Fighter (rev 9);;3;;;0;;1
pitfight;Pit Fighter (rev 9);mame;;1990;Atari Games;Fighter / Versus;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
plsmaswda;Plasma Sword: Nightmare of Bilstein (Asia 980316);mame;plsmaswd;1998;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;plsmaswd;Plasma Sword: Nightmare of Bilstein (USA 980316);;6;;;0;;1
plsmaswd;Plasma Sword: Nightmare of Bilstein (USA 980316);mame;;1998;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;coh3002c;ZN2;;6;;;0;;1
pfghtj;Pocket Fighter (Japan 970904);mame;sgemf;1997;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;sgemf;Super Gem Fighter Mini Mix (USA 970904);;3;;;0;;1
powerinsa;Power Instinct (USA, bootleg set 1);mame;powerins;1993;bootleg;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;powerins;Power Instinct (USA);;4;;;0;;1
powerinsb;Power Instinct (USA, bootleg set 2);mame;powerins;1993;bootleg;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;powerins;Power Instinct (USA);;4;;;0;;1
powerinsc;Power Instinct (USA, bootleg set 3);mame;powerins;1993;bootleg;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;powerins;Power Instinct (USA);;4;;;0;;1
powerinspu;Power Instinct (USA, prototype);mame;powerins;1993;Atlus;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;powerins;Power Instinct (USA);;4;;;0;;1
powerins;Power Instinct (USA);mame;;1993;Atlus;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;4;;;0;;1
pwrinst2;Power Instinct 2 (US, Ver. 94.04.08);mame;;1994;Atlus;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;4;;;0;;1
pstone;Power Stone;mame;;1999;Capcom;Fighter / 3D;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;naomi;NAOMI BIOS;;6;;;0;;1
pstone2;Power Stone 2;mame;;2000;Capcom;Fighter / 3D;4P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;naomi;NAOMI BIOS;;6;;;0;;1
pstone2b;Power Stone 2 (bootleg);mame;pstone2;2000;Capcom;Fighter / 3D;4P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;pstone2;Power Stone 2;;6;;;0;;1
sailormno;Pretty Soldier Sailor Moon (Version 95/03/21, Europe);mame;sailormn;1995;Gazelle (Banpresto license);Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;sailormn;Pretty Soldier Sailor Moon (Version 95/03/22B, Europe);;3;;;0;;1
sailormnok;Pretty Soldier Sailor Moon (Version 95/03/21, Korea);mame;sailormn;1995;Gazelle (Banpresto license);Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;sailormn;Pretty Soldier Sailor Moon (Version 95/03/22B, Europe);;3;;;0;;1
sailormnou;Pretty Soldier Sailor Moon (Version 95/03/21, USA);mame;sailormn;1995;Gazelle (Banpresto license);Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;sailormn;Pretty Soldier Sailor Moon (Version 95/03/22B, Europe);;3;;;0;;1
sailormnn;Pretty Soldier Sailor Moon (Version 95/03/22, Europe);mame;sailormn;1995;Gazelle (Banpresto license);Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;sailormn;Pretty Soldier Sailor Moon (Version 95/03/22B, Europe);;3;;;0;;1
sailormnnk;Pretty Soldier Sailor Moon (Version 95/03/22, Korea);mame;sailormn;1995;Gazelle (Banpresto license);Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;sailormn;Pretty Soldier Sailor Moon (Version 95/03/22B, Europe);;3;;;0;;1
sailormnnu;Pretty Soldier Sailor Moon (Version 95/03/22, USA);mame;sailormn;1995;Gazelle (Banpresto license);Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;sailormn;Pretty Soldier Sailor Moon (Version 95/03/22B, Europe);;3;;;0;;1
sailormn;Pretty Soldier Sailor Moon (Version 95/03/22B, Europe);mame;;1995;Gazelle (Banpresto license);Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
sailormnk;Pretty Soldier Sailor Moon (Version 95/03/22B, Korea);mame;sailormn;1995;Gazelle (Banpresto license);Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;sailormn;Pretty Soldier Sailor Moon (Version 95/03/22B, Europe);;3;;;0;;1
sailormnu;Pretty Soldier Sailor Moon (Version 95/03/22B, USA);mame;sailormn;1995;Gazelle (Banpresto license);Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;sailormn;Pretty Soldier Sailor Moon (Version 95/03/22B, Europe);;3;;;0;;1
prdgp03;Pride GP 2003 (PR21 Ver. A);mame;;2003;Namco;Fighter / Versus;2P sim;0;;preliminary;1;raster;sys246;System 246 BIOS;chd;0;;;0;;1
primrage20;Primal Rage (version 2.0);mame;primrage;1994;Atari Games;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;primrage;Primal Rage (version 2.3, newer build);;4;;;0;;1
primrage;Primal Rage (version 2.3, newer build);mame;;1994;Atari Games;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;;;;4;;;0;;1
primrageo;Primal Rage (version 2.3, older build);mame;primrage;1994;Atari Games;Fighter / Versus;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;primrage;Primal Rage (version 2.3, newer build);;4;;;0;;1
primrag2;Primal Rage 2 (Ver 0.36a);mame;;1996;Atari;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;coh1000w;Atari PSX;chd;6;;;0;;1
pjustica;Project Justice / Moero! Justice Gakuen (Rev A);mame;pjustic;2000;Capcom;Fighter / Versus;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;pjustic;Project Justice / Moero! Justice Gakuen (Rev B);;6;;;0;;1
pjustic;Project Justice / Moero! Justice Gakuen (Rev B);mame;;2000;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;naomi;NAOMI BIOS;;6;;;0;;1
psyforcej;Psychic Force (Ver 2.4J);mame;psyforce;1995;Taito;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;psyforce;Psychic Force (Ver 2.4O);;3;;;0;;1
psyforce;Psychic Force (Ver 2.4O);mame;;1995;Taito;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;coh1000t;Taito FX1;;3;;;0;;1
pf2012;Psychic Force 2012;mame;;1997;Taito;Fighter / Versus;1;0;keyboard;preliminary;1;raster;;;;103;;;0;;1
psyforcex;Psychic Force EX (Ver 2.0J);mame;psyforce;1995;Taito;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;psyforce;Psychic Force (Ver 2.4O);;3;;;0;;1
pulirulaj;PuLiRuLa (Japan);mame;pulirula;1991;Taito Corporation;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;pulirula;PuLiRuLa (World);;3;;;0;;1
pulirulaa;PuLiRuLa (World, earlier?);mame;pulirula;1991;Taito Corporation;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;pulirula;PuLiRuLa (World);;3;;;0;;1
pulirula;PuLiRuLa (World);mame;;1991;Taito Corporation Japan;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
kovqhsgs;Quanhuang Sanguo Tebie Ban (bootleg of Knights of Valour Super Heroes, V303CN, Nov 21 2008 19:03:49);mame;kovsh;2008;bootleg;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;kovsh;Knights of Valour Super Heroes / Sanguo Zhan Ji Fengyun Zaiqi / Sangoku Senki Super Heroes (ver. 104, CN);;4;;;0;;1
questofd;Quest of D (CDV-10005C);mame;;2004;Sega;Fighter / 3D;1P;0;joystick (8-way),joystick (8-way);preliminary;1;raster;chihiro;Chihiro Bios;chd;6;;;0;;1
rabbita;Rabbit (Asia 1/28?);mame;rabbit;1996;Aorn / Electronic Arts;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;rabbit;Rabbit (Asia 3/6);;4;;;0;;1
rabbit;Rabbit (Asia 3/6);mame;;1997;Aorn / Electronic Arts;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;4;;;0;;1
rabbitjt;Rabbit (Japan 1/28, location test);mame;rabbit;1996;Aorn / Electronic Arts;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;rabbit;Rabbit (Asia 3/6);;4;;;0;;1
rabbitj;Rabbit (Japan 3/6?);mame;rabbit;1997;Aorn / Electronic Arts;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;rabbit;Rabbit (Asia 3/6);;4;;;0;;1
rotdh;Rage of the Dragons (NGH-2640?);mame;rotd;2002;Evoga / Playmore;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;rotd;Rage of the Dragons (NGM-2640?);;4;;;0;;1
rotd;Rage of the Dragons (NGM-2640?);mame;;2002;Evoga / Playmore;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;Neo-Geo MV-6F;;4;;;0;;1
ragnagrd;Ragnagard / Shin-Oh-Ken;mame;;1996;Saurus;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;Neo-Geo MV-6F;;4;;;0;;1
rbff1a;Real Bout Fatal Fury / Real Bout Garou Densetsu (bug fix revision);mame;rbff1;1995;SNK;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;rbff1;Real Bout Fatal Fury / Real Bout Garou Densetsu (NGM-095 ~ NGH-095);;4;;;0;;1
rbff1ka;Real Bout Fatal Fury / Real Bout Garou Densetsu (Korean release, bug fix revision);mame;rbff1;1995;SNK;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;rbff1;Real Bout Fatal Fury / Real Bout Garou Densetsu (NGM-095 ~ NGH-095);;4;;;0;;1
rbff1k;Real Bout Fatal Fury / Real Bout Garou Densetsu (Korean release);mame;rbff1;1995;SNK;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;rbff1;Real Bout Fatal Fury / Real Bout Garou Densetsu (NGM-095 ~ NGH-095);;4;;;0;;1
rbff1;Real Bout Fatal Fury / Real Bout Garou Densetsu (NGM-095 ~ NGH-095);mame;;1995;SNK;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;Neo-Geo MV-6F;;4;;;0;;1
rbff2k;Real Bout Fatal Fury 2 - The Newcomers (Korean release);mame;rbff2;1998;SNK;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;rbff2;Real Bout Fatal Fury 2 - The Newcomers / Real Bout Garou Densetsu 2 - The Newcomers (NGM-2400);;4;;;0;;1
rbff2h;Real Bout Fatal Fury 2 - The Newcomers / Real Bout Garou Densetsu 2 - The Newcomers (NGH-2400);mame;rbff2;1998;SNK;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;rbff2;Real Bout Fatal Fury 2 - The Newcomers / Real Bout Garou Densetsu 2 - The Newcomers (NGM-2400);;4;;;0;;1
rbff2;Real Bout Fatal Fury 2 - The Newcomers / Real Bout Garou Densetsu 2 - The Newcomers (NGM-2400);mame;;1998;SNK;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;Neo-Geo MV-6F;;4;;;0;;1
rbffspec;Real Bout Fatal Fury Special / Real Bout Garou Densetsu Special;mame;;1996;SNK;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;Neo-Geo MV-6F;;4;;;0;;1
rbffspeck;Real Bout Fatal Fury Special / Real Bout Garou Densetsu Special (Korean release);mame;rbffspec;1996;SNK;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;rbffspec;Real Bout Fatal Fury Special / Real Bout Garou Densetsu Special;;4;;;0;;1
redearthnr1;Red Earth (Asia 961023, NO CD);mame;redearth;1996;Capcom;Fighter / Versus Co-op;2;0;joystick (8-way),joystick (8-way);good;1;raster;redearth;Red Earth (Euro 961121);;6;;;0;;1
redearthn;Red Earth (Asia 961121, NO CD);mame;redearth;1996;Capcom;Fighter / Versus Co-op;2;0;joystick (8-way),joystick (8-way);good;1;raster;redearth;Red Earth (Euro 961121);;6;;;0;;1
redearthr1;Red Earth (Euro 961023);mame;redearth;1996;Capcom;Fighter / Versus Co-op;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;redearth;Red Earth (Euro 961121);chd;6;;;0;;1
redearth;Red Earth (Euro 961121);mame;;1996;Capcom;Fighter / Versus Co-op;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;chd;6;;;0;;1
reikaids;Reikai Doushi - Chinese Exorcist (Japan);mame;lastapos;1988;Home Data;Fighter / Versus;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;lastapos;The Last Apostle Puppetshow;;3;;;0;;1
renegadeb;Renegade (US bootleg);mame;renegade;1986;bootleg;Fighter / 2.5D;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;renegade;Renegade (US);;3;;;0;;1
renegade;Renegade (US);mame;;1986;Technos Japan (Taito America license);Fighter / 2.5D;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
ridingfu;Riding Fight (Ver 1.0A);mame;ridingf;1992;Taito America Corporation;Fighter / Vertical;2P sim;0;joystick (8-way),dial,joystick (8-way),dial,joystick (8-way),joystick (8-way);imperfect;1;raster;ridingf;Riding Fight (Ver 1.0O);;4;;;0;;1
ridingfj;Riding Fight (Ver 1.0J);mame;ridingf;1992;Taito Corporation;Fighter / Vertical;2P sim;0;joystick (8-way),dial,joystick (8-way),dial,joystick (8-way),joystick (8-way);imperfect;1;raster;ridingf;Riding Fight (Ver 1.0O);;4;;;0;;1
ridingf;Riding Fight (Ver 1.0O);mame;;1992;Taito Corporation Japan;Fighter / Vertical;2P sim;0;joystick (8-way),dial,joystick (8-way),dial,joystick (8-way),joystick (8-way);imperfect;1;raster;;;;4;;;0;;1
riotcity;Riot City (Japan);mame;;1991;Sega / Westone;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
rotra;Rise of the Robots (prototype, older);mame;rotr;1994;BFM/Mirage;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;rotr;Rise of the Robots (prototype);chd;8;;;0;;1
rotr;Rise of the Robots (prototype);mame;;1994;BFM/Mirage;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;chd;8;;;0;;1
rvschoola;Rival Schools: United By Fate (Asia 971117);mame;rvschool;1997;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;rvschool;Rival Schools: United By Fate (Euro 971117);;6;;;0;;1
rvschool;Rival Schools: United By Fate (Euro 971117);mame;;1997;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;coh3002c;ZN2;;6;;;0;;1
rvschoolu;Rival Schools: United By Fate (USA 971117);mame;rvschool;1997;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;rvschool;Rival Schools: United By Fate (Euro 971117);;6;;;0;;1
roboarmy;Robo Army;mame;;1991;SNK;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;Neo-Geo MV-6F;;4;;;0;;1
roboarmya;Robo Army (NGM-032 ~ NGH-032);mame;roboarmy;1991;SNK;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;roboarmy;Robo Army;;4;;;0;;1
robocop2;Robocop 2 (Euro/Asia v0.10);mame;;1991;Data East Corporation;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;3;;;0;;1
robocop2j;Robocop 2 (Japan v0.11);mame;robocop2;1991;Data East Corporation;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;robocop2;Robocop 2 (Euro/Asia v0.10);;3;;;0;;1
robocop2ua;Robocop 2 (US v0.05);mame;robocop2;1991;Data East Corporation;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;robocop2;Robocop 2 (Euro/Asia v0.10);;3;;;0;;1
robocop2u;Robocop 2 (US v0.10);mame;robocop2;1991;Data East Corporation;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;robocop2;Robocop 2 (Euro/Asia v0.10);;3;;;0;;1
rockman2j;Rockman 2: The Power Fighters (Japan 960708);mame;megaman2;1996;Capcom;Fighter / Versus Co-op;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;megaman2;Mega Man 2: The Power Fighters (USA 960708);;3;;;0;;1
rockmanj;Rockman: The Power Battle (CPS1, Japan 950922);mame;megaman;1995;Capcom;Fighter / Versus Co-op;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;megaman;Mega Man: The Power Battle (CPS1, USA 951006);;3;;;0;;1
rmancp2j;Rockman: The Power Battle (CPS2, Japan 950922);mame;megaman;1995;Capcom;Fighter / Versus Co-op;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;megaman;Mega Man: The Power Battle (CPS1, USA 951006);;3;;;0;;1
rollace;Roller Aces (set 1);mame;fightrol;1983;Kaneko (Williams license);Fighter / Vertical;2P alt;270;joystick (8-way),joystick (8-way);imperfect;1;raster;fightrol;Fighting Roller;;2;;;0;;1
rollace2;Roller Aces (set 2);mame;fightrol;1983;Kaneko (Williams license);Fighter / Vertical;2P alt;90;joystick (8-way),joystick (8-way);imperfect;1;raster;fightrol;Fighting Roller;;2;;;0;;1
rjammer;Roller Jammer;mame;;1984;Nichibutsu / Alice;Fighter / Vertical;2P alt;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;3;;;0;;1
runark;Runark (Japan);mame;growl;1990;Taito Corporation;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;growl;Growl (World, Rev 1);;3;;;0;;1
rushbets;Rushing Beat Shura (SNES bootleg);mame;;1997;bootleg;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;6;;;0;;1
spyu;S.P.Y. - Special Project Y (US ver. M);mame;spy;1989;Konami;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;spy;S.P.Y. - Special Project Y (World ver. N);;2;;;0;;1
spy;S.P.Y. - Special Project Y (World ver. N);mame;;1989;Konami;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;0;;1
svgpcb;S.V.G. - Spectral vs Generation / Sheng Mo Shiji (M68k label V100JP) (ARM label V100JP, ROM 05/12/05 S.V.G V100) (Japan, JAMMA PCB);mame;svg;2005;IGS / Idea Factory (AMI license);Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;svg;S.V.G. - Spectral vs Generation / Sheng Mo Shiji (M68k label V200) (ARM label V200, ROM 10/11/05 S.V.G V201);;4;;;0;;1
svghk;S.V.G. - Spectral vs Generation / Sheng Mo Shiji (M68k label V101HK) (ARM label V101HK, ROM 06/20/05 S.V.G V100);mame;svg;2005;IGS / Idea Factory;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;svg;S.V.G. - Spectral vs Generation / Sheng Mo Shiji (M68k label V200) (ARM label V200, ROM 10/11/05 S.V.G V201);;4;;;0;;1
svgtw;S.V.G. - Spectral vs Generation / Sheng Mo Shiji (M68k label V101TW) (ARM label V101TW, ROM 06/20/05 S.V.G V100);mame;svg;2005;IGS / Idea Factory;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;svg;S.V.G. - Spectral vs Generation / Sheng Mo Shiji (M68k label V200) (ARM label V200, ROM 10/11/05 S.V.G V201);;4;;;0;;1
svg;S.V.G. - Spectral vs Generation / Sheng Mo Shiji (M68k label V200) (ARM label V200, ROM 10/11/05 S.V.G V201);mame;;2005;IGS / Idea Factory;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;pgm;PGM (Polygame Master) System BIOS;;4;;;0;;1
nspiritj;Saigo no Nindou (Japan);mame;nspirit;1988;Irem;Fighter / 2D;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;nspirit;Ninja Spirit (World);;4;;;0;;1
orleg2_101jp;Saiyuu Shakuyakuden 2 (V101, Japan);mame;orleg2;2007;IGS (Alta license);Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;orleg2;Oriental Legend 2 (V104, Oversea);;4;;;0;;1
