#Romname;Title;Emulator;Cloneof;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Favourite;Tags;PlayedCount;PlayedTime;FileIsAvailable
rabbit;Rabbit (Asia 3/6);mame;;1997;Aorn / Electronic Arts;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;4;;;0;;1
rabbitjt;Rabbit (Japan 1/28, location test);mame;rabbit;1996;Aorn / Electronic Arts;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;rabbit;Rabbit (Asia 3/6);;4;;;0;;1
rabbitj;Rabbit (Japan 3/6?);mame;rabbit;1997;Aorn / Electronic Arts;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;rabbit;Rabbit (Asia 3/6);;4;;;0;;1
rpunch;Rabbit Punch (US);mame;rabiolep;1987;V-System Co. (Bally/Midway/Sente license);Shooter / Flying Horizontal;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;rabiolep;Rabio Lepus (Japan);;2;;;0;;1
rabiolep;Rabio Lepus (Japan);mame;;1987;V-System Co.;Shooter / Flying Horizontal;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;0;;1
raccoon;Raccoon World;mame;;1998;Eolith;Platform / Run Jump;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;;;;2;;;0;;1
racedrivb1;Race Drivin' (cockpit, British, rev 1);mame;racedriv;1990;Atari Games;Driving / 1st Person;2P alt;0;joystick (analog),paddle,pedal;good;1;raster;racedriv;Race Drivin' (cockpit, rev 5);;0;;;0;;1
racedrivb4;Race Drivin' (cockpit, British, rev 4);mame;racedriv;1990;Atari Games;Driving / 1st Person;2P alt;0;joystick (analog),paddle,pedal;good;1;raster;racedriv;Race Drivin' (cockpit, rev 5);;0;;;0;;1
racedrivb;Race Drivin' (cockpit, British, rev 5);mame;racedriv;1990;Atari Games;Driving / 1st Person;2P alt;0;joystick (analog),paddle,pedal;good;1;raster;racedriv;Race Drivin' (cockpit, rev 5);;0;;;0;;1
racedrivg1;Race Drivin' (cockpit, German, rev 2);mame;racedriv;1990;Atari Games;Driving / 1st Person;2P alt;0;joystick (analog),paddle,pedal;good;1;raster;racedriv;Race Drivin' (cockpit, rev 5);;0;;;0;;1
racedrivg4;Race Drivin' (cockpit, German, rev 4);mame;racedriv;1990;Atari Games;Driving / 1st Person;2P alt;0;joystick (analog),paddle,pedal;good;1;raster;racedriv;Race Drivin' (cockpit, rev 5);;0;;;0;;1
racedrivg;Race Drivin' (cockpit, German, rev 5);mame;racedriv;1990;Atari Games;Driving / 1st Person;2P alt;0;joystick (analog),paddle,pedal;good;1;raster;racedriv;Race Drivin' (cockpit, rev 5);;0;;;0;;1
racedriv1;Race Drivin' (cockpit, rev 1);mame;racedriv;1990;Atari Games;Driving / 1st Person;2P alt;0;joystick (analog),paddle,pedal;good;1;raster;racedriv;Race Drivin' (cockpit, rev 5);;0;;;0;;1
racedriv2;Race Drivin' (cockpit, rev 2);mame;racedriv;1990;Atari Games;Driving / 1st Person;2P alt;0;joystick (analog),paddle,pedal;good;1;raster;racedriv;Race Drivin' (cockpit, rev 5);;0;;;0;;1
racedriv3;Race Drivin' (cockpit, rev 3);mame;racedriv;1990;Atari Games;Driving / 1st Person;2P alt;0;joystick (analog),paddle,pedal;good;1;raster;racedriv;Race Drivin' (cockpit, rev 5);;0;;;0;;1
racedriv4;Race Drivin' (cockpit, rev 4);mame;racedriv;1990;Atari Games;Driving / 1st Person;2P alt;0;joystick (analog),paddle,pedal;good;1;raster;racedriv;Race Drivin' (cockpit, rev 5);;0;;;0;;1
racedriv;Race Drivin' (cockpit, rev 5);mame;;1990;Atari Games;Driving / 1st Person;2P alt;0;joystick (analog),paddle,pedal;good;1;raster;;;;0;;;0;;1
racedrivcb4;Race Drivin' (compact, British, rev 4);mame;racedriv;1990;Atari Games;Driving / 1st Person;2P alt;0;paddle,pedal;good;1;raster;racedriv;Race Drivin' (cockpit, rev 5);;4;;;0;;1
racedrivcb;Race Drivin' (compact, British, rev 5);mame;racedriv;1990;Atari Games;Driving / 1st Person;2P alt;0;paddle,pedal;good;1;raster;racedriv;Race Drivin' (cockpit, rev 5);;4;;;0;;1
racedrivcg4;Race Drivin' (compact, German, rev 4);mame;racedriv;1990;Atari Games;Driving / 1st Person;2P alt;0;paddle,pedal;good;1;raster;racedriv;Race Drivin' (cockpit, rev 5);;4;;;0;;1
racedrivcg;Race Drivin' (compact, German, rev 5);mame;racedriv;1990;Atari Games;Driving / 1st Person;2P alt;0;paddle,pedal;good;1;raster;racedriv;Race Drivin' (cockpit, rev 5);;4;;;0;;1
racedrivcp;Race Drivin' (compact, prototype);mame;racedriv;1990;Atari Games;Driving / 1st Person;1P;0;paddle,pedal;good;1;raster;racedriv;Race Drivin' (cockpit, rev 5);;4;;;0;;1
racedrivc1;Race Drivin' (compact, rev 1);mame;racedriv;1990;Atari Games;Driving / 1st Person;2P alt;0;paddle,pedal;good;1;raster;racedriv;Race Drivin' (cockpit, rev 5);;4;;;0;;1
racedrivc2;Race Drivin' (compact, rev 2);mame;racedriv;1990;Atari Games;Driving / 1st Person;2P alt;0;paddle,pedal;good;1;raster;racedriv;Race Drivin' (cockpit, rev 5);;4;;;0;;1
racedrivc4;Race Drivin' (compact, rev 4);mame;racedriv;1990;Atari Games;Driving / 1st Person;2P alt;0;paddle,pedal;good;1;raster;racedriv;Race Drivin' (cockpit, rev 5);;4;;;0;;1
racedrivc;Race Drivin' (compact, rev 5);mame;racedriv;1990;Atari Games;Driving / 1st Person;2P alt;0;paddle,pedal;good;1;raster;racedriv;Race Drivin' (cockpit, rev 5);;4;;;0;;1
racedrivpan;Race Drivin' Panorama (prototype, rev 2.1);mame;racedriv;1990;Atari Games;Driving / 1st Person;1P;0;joystick (analog),paddle,pedal;good;3;raster;racedriv;Race Drivin' (cockpit, rev 5);;0;;;0;;1
raceon;Race On! (World, RO2 Ver. A);mame;;1998;Namco;Driving / Race (chase view);4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;;;;4;;;0;;1
racinfrc;Racin' Force (ver EAC);mame;;1994;Konami;Driving / Race (chase view);1P;0;joystick (8-way),paddle,pedal,joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;konamigx;System GX;;3;;;0;;1
racinfrcu;Racin' Force (ver UAB);mame;racinfrc;1994;Konami;Driving / Race (chase view);1P;0;joystick (8-way),paddle,pedal,joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;racinfrc;Racin' Force (ver EAC);;3;;;0;;1
racingbj;Racing Beat (Japan);mame;racingb;1991;Taito Corporation;Driving / Race (chase view);1P;0;dial,paddle;imperfect;1;raster;racingb;Racing Beat (World);;4;;;0;;1
racingb;Racing Beat (World);mame;;1991;Taito Corporation Japan;Driving / Race (chase view);1P;0;dial,paddle;imperfect;1;raster;;;;4;;;0;;1
racherod;Racing Hero (bootleg of FD1094 317-0144 set);mame;rachero;1989;bootleg;Driving / Motorbike;1P;0;paddle,pedal;good;1;raster;rachero;Racing Hero (FD1094 317-0144);;0;;;0;;1
rachero;Racing Hero (FD1094 317-0144);mame;;1989;Sega;Driving / Motorbike;1P;0;paddle,pedal;good;1;raster;;;;0;;;0;;1
racingj;Racing Jam (JAC);mame;;1998;Konami;Driving / Race (chase view);1;0;joystick (8-way),joystick (analog),paddle,pedal;preliminary;1;raster;;;;3;;;0;;1
racjamdx;Racing Jam DX;mame;;1997;Konami;Driving / Race (chase view);1P;0;joystick (8-way),joystick (8-way);preliminary;1;raster;;;chd;3;;;0;;1
racingj2;Racing Jam: Chapter 2 (EAE);mame;racingj;1998;Konami;Driving / Race (chase view);1P;0;joystick (8-way),joystick (analog),paddle,pedal;preliminary;1;raster;racingj;Racing Jam (JAC);;3;;;0;;1
racingj2j;Racing Jam: Chapter 2 (JAE);mame;racingj;1998;Konami;Driving / Race (chase view);1P;0;joystick (8-way),joystick (analog),paddle,pedal;preliminary;1;raster;racingj;Racing Jam (JAC);;3;;;0;;1
rackemup;Rack 'em Up (program code L);mame;;1987;Konami;Sports / Pool;2P alt;90;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;0;;1
racknrol;Rack + Roll;mame;;1986;Senko Industries (Status license from Shinkai Inc.);Sports / Pool;2P alt;0;joystick (8-way);good;1;raster;;;;1;;;0;;1
rdaction;Rad Action / NinjaKun Ashura no Shou;mame;ninjakd2;1987;UPL (World Games license);Platform / Shooter Scrolling;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;ninjakd2;Ninja-Kid II / NinjaKun Ashura no Shou (set 1);;2;;;0;;1
radmu;Rad Mobile (US);mame;radm;1990;Sega;Driving / 1st Person;1P;0;paddle,pedal;imperfect;1;raster;radm;Rad Mobile (World);;2;;;0;;1
radm;Rad Mobile (World);mame;;1990;Sega;Driving / 1st Person;1P;0;paddle,pedal;imperfect;1;raster;;;;2;;;0;;1
pc_radrc;Rad Racer (PlayChoice-10);mame;;1987;Square;Driving / Race (chase view);1P;0;joystick (8-way),joystick (8-way);imperfect;2;raster;playch10;PlayChoice-10 BIOS;;2;;;0;;1
pc_radr2;Rad Racer II (PlayChoice-10);mame;;1990;Square (Nintendo of America license);Driving / Race (chase view);1P;0;joystick (8-way),joystick (8-way);imperfect;2;raster;playch10;PlayChoice-10 BIOS;;2;;;0;;1
radrj;Rad Rally (Japan);mame;radr;1991;Sega;Driving / 1st Person;1P;0;paddle,pedal;imperfect;1;raster;radr;Rad Rally (World);;1;;;0;;1
radru;Rad Rally (US);mame;radr;1991;Sega;Driving / 1st Person;1P;0;paddle,pedal;imperfect;1;raster;radr;Rad Rally (World);;1;;;0;;1
radr;Rad Rally (World);mame;;1991;Sega;Driving / 1st Person;1P;0;paddle,pedal;imperfect;1;raster;;;;1;;;0;;1
radarscp1;Radar Scope (TRS01);mame;radarscp;1980;Nintendo;Shooter / Gallery;2P alt;270;joystick (2-way),joystick (2-way);good;1;raster;radarscp;Radar Scope (TRS02, rev. D);;1;;;0;;1
radarscp;Radar Scope (TRS02, rev. D);mame;;1980;Nintendo;Shooter / Gallery;2P alt;270;joystick (2-way),joystick (2-way);good;1;raster;;;;1;;;0;;1
radarscpc;Radar Scope (TRS02?, rev. C);mame;radarscp;1980;Nintendo;Shooter / Gallery;2P alt;270;joystick (2-way),joystick (2-way);good;1;raster;radarscp;Radar Scope (TRS02, rev. D);;1;;;0;;1
radarzon;Radar Zone;mame;;1982;Century Electronics;Maze / Outline;2P alt;90;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;1;;;0;;1
radarzon1;Radar Zone (Rev.1);mame;radarzon;1982;Century Electronics;Maze / Outline;2P alt;90;joystick (8-way),joystick (8-way);imperfect;1;raster;radarzon;Radar Zone;;1;;;0;;1
radarzont;Radar Zone (Tuni);mame;radarzon;1982;Century Electronics (Tuni Electro Service Inc);Maze / Outline;2P alt;90;joystick (8-way),joystick (8-way);imperfect;1;raster;radarzon;Radar Zone;;1;;;0;;1
rsgun;Radiant Silvergun (JUET 980523 V1.000);mame;;1998;Treasure;Shooter / Flying Vertical;2P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;stvbios;ST-V Bios;;4;;;0;;1
radradj;Radical Radial (Japan);mame;radrad;1983;Logitec Corp.;Shooter / Driving Vertical;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;radrad;Radical Radial (US);;2;;;0;;1
radrad;Radical Radial (US);mame;;1982;Nichibutsu USA;Shooter / Driving Vertical;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;0;;1
radikalba;Radikal Bikers (Version 2.02, Atari license);mame;radikalb;1998;Gaelco (Atari license);Driving / Race (chase view) Bike;1P;0;joystick (1-way),paddle;imperfect;1;raster;radikalb;Radikal Bikers (Version 2.02);;3;;;0;;1
radikalb;Radikal Bikers (Version 2.02);mame;;1998;Gaelco;Driving / Race (chase view) Bike;1P;0;joystick (1-way),paddle;imperfect;1;raster;;;;3;;;0;;1
radikaldrt;Radikal Darts (Diana Version 7.29.25);mame;;2011?;Gaelco Darts;Sports / Darts;0;0;;preliminary;1;raster;;;chd;0;;;0;;1
radirgy;Radirgy (Japan, Rev A) (GDL-0032A);mame;;2005;Milestone;Shooter / Flying Vertical;1P;270;joystick (8-way),joystick (8-way);preliminary;1;raster;naomigd;NAOMI GD-ROM BIOS;chd;6;;;0;;1
radirgyo;Radirgy (Japan) (GDL-0032);mame;radirgy;2005;Milestone;Shooter / Flying Vertical;1P;270;joystick (8-way),joystick (8-way);preliminary;1;raster;radirgy;Radirgy (Japan, Rev A) (GDL-0032A);chd;6;;;0;;1
radirgyn;Radirgy Noa (Japan);mame;;2009;Milestone / Lucky;Shooter / Flying Vertical;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;naomi;NAOMI BIOS;;6;;;0;;1
raflesia;Rafflesia (315-5162);mame;;1986;Coreland / Sega;Shooter / Flying Vertical;2P alt;270;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;0;;1
raflesiau;Rafflesia (not encrypted);mame;raflesia;1986;Coreland / Sega;Shooter / Flying Vertical;2P alt;270;joystick (8-way),joystick (8-way);good;1;raster;raflesia;Rafflesia (315-5162);;2;;;0;;1
rotdh;Rage of the Dragons (NGH-2640?);mame;rotd;2002;Evoga / Playmore;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;rotd;Rage of the Dragons (NGM-2640?);;4;;;0;;1
rotd;Rage of the Dragons (NGM-2640?);mame;;2002;Evoga / Playmore;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;Neo-Geo MV-6F;;4;;;0;;1
ragnagrd;Ragnagard / Shin-Oh-Ken;mame;;1996;Saurus;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;Neo-Geo MV-6F;;4;;;0;;1
raidenkb;Raiden (Korea, bootleg);mame;raiden;1990;bootleg;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;raiden;Raiden (set 1);;2;;;0;;1
raidenk;Raiden (Korea);mame;raiden;1990;Seibu Kaihatsu (IBL Corporation license);Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;raiden;Raiden (set 1);;2;;;0;;1
raidenm;Raiden (Modular System);mame;raiden;1990;bootleg (Gaelco / Ervisa);Shooter / Flying Vertical;2;270;joystick (8-way),joystick (8-way);preliminary;1;raster;raiden;Raiden (set 1);;2;;;0;;1
raiden;Raiden (set 1);mame;;1990;Seibu Kaihatsu;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;0;;1
raidena;Raiden (set 2);mame;raiden;1990;Seibu Kaihatsu;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;raiden;Raiden (set 1);;2;;;0;;1
raidenb;Raiden (set 3, newer hardware);mame;raiden;1990;Seibu Kaihatsu;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;raiden;Raiden (set 1);;2;;;0;;1
raident;Raiden (Taiwan);mame;raiden;1990;Seibu Kaihatsu (Liang HWA Electronics license);Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;raiden;Raiden (set 1);;2;;;0;;1
raidenu;Raiden (US set 1);mame;raiden;1990;Seibu Kaihatsu (Fabtek license);Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;raiden;Raiden (set 1);;2;;;0;;1
raidenua;Raiden (US set 2, SEI8904 hardware);mame;raiden;1990;Seibu Kaihatsu (Fabtek license);Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;raiden;Raiden (set 1);;2;;;0;;1
raidenub;Raiden (US set 3, newer hardware);mame;raiden;1990;Seibu Kaihatsu (Fabtek license);Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;raiden;Raiden (set 1);;2;;;0;;1
raidendxch;Raiden DX (China);mame;raidendx;1994;Seibu Kaihatsu (Ideal International Development Corp license);Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;raidendx;Raiden DX (UK);;3;;;0;;1
raidendxg;Raiden DX (Germany);mame;raidendx;1994;Seibu Kaihatsu (Tuning license);Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;raidendx;Raiden DX (UK);;3;;;0;;1
raidendxnl;Raiden DX (Holland);mame;raidendx;1994;Seibu Kaihatsu;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;raidendx;Raiden DX (UK);;3;;;0;;1
raidendxa1;Raiden DX (Hong Kong, set 1);mame;raidendx;1994;Seibu Kaihatsu (Metrotainment license);Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;raidendx;Raiden DX (UK);;3;;;0;;1
raidendxa2;Raiden DX (Hong Kong, set 2);mame;raidendx;1994;Seibu Kaihatsu (Metrotainment license);Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;raidendx;Raiden DX (UK);;3;;;0;;1
raidendxj;Raiden DX (Japan, set 1);mame;raidendx;1994;Seibu Kaihatsu;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;raidendx;Raiden DX (UK);;3;;;0;;1
raidendxja;Raiden DX (Japan, set 2);mame;raidendx;1994;Seibu Kaihatsu;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;raidendx;Raiden DX (UK);;3;;;0;;1
raidendxk;Raiden DX (Korea);mame;raidendx;1994;Seibu Kaihatsu;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;raidendx;Raiden DX (UK);;3;;;0;;1
raidendxpt;Raiden DX (Portugal);mame;raidendx;1994;Seibu Kaihatsu;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;raidendx;Raiden DX (UK);;3;;;0;;1
raidendx;Raiden DX (UK);mame;;1994;Seibu Kaihatsu;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
raidendxu;Raiden DX (US);mame;raidendx;1994;Seibu Kaihatsu (Fabtek license);Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;raidendx;Raiden DX (UK);;3;;;0;;1
rdftau;Raiden Fighters (Australia);mame;rdft;1996;Seibu Kaihatsu;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);imperfect;1;raster;rdft;Raiden Fighters (Germany);;3;;;0;;1
rdfta;Raiden Fighters (Austria);mame;rdft;1996;Seibu Kaihatsu;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);imperfect;1;raster;rdft;Raiden Fighters (Germany);;3;;;0;;1
rdftauge;Raiden Fighters (Evaluation Software For Show, Germany);mame;rdft;1996;Seibu Kaihatsu (Tuning license);Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);imperfect;1;raster;rdft;Raiden Fighters (Germany);;3;;;0;;1
rdft;Raiden Fighters (Germany);mame;;1996;Seibu Kaihatsu (Tuning license);Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;3;;;0;;1
rdftgb;Raiden Fighters (Great Britain);mame;rdft;1996;Seibu Kaihatsu;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);imperfect;1;raster;rdft;Raiden Fighters (Germany);;3;;;0;;1
rdftgr;Raiden Fighters (Greece);mame;rdft;1996;Seibu Kaihatsu;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);imperfect;1;raster;rdft;Raiden Fighters (Germany);;3;;;0;;1
rdftam;Raiden Fighters (Hong Kong);mame;rdft;1996;Seibu Kaihatsu (Metrotainment license);Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);imperfect;1;raster;rdft;Raiden Fighters (Germany);;3;;;0;;1
rdftit;Raiden Fighters (Italy);mame;rdft;1996;Seibu Kaihatsu;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);imperfect;1;raster;rdft;Raiden Fighters (Germany);;3;;;0;;1
rdftj;Raiden Fighters (Japan, earlier);mame;rdft;1996;Seibu Kaihatsu;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);imperfect;1;raster;rdft;Raiden Fighters (Germany);;3;;;0;;1
rdftja;Raiden Fighters (Japan, earliest);mame;rdft;1996;Seibu Kaihatsu;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);imperfect;1;raster;rdft;Raiden Fighters (Germany);;3;;;0;;1
rdftjb;Raiden Fighters (Japan, newer);mame;rdft;1996;Seibu Kaihatsu;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);imperfect;1;raster;rdft;Raiden Fighters (Germany);;3;;;0;;1
rdftadi;Raiden Fighters (Korea);mame;rdft;1996;Seibu Kaihatsu (Dream Island license);Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);imperfect;1;raster;rdft;Raiden Fighters (Germany);;3;;;0;;1
rdfts;Raiden Fighters (Taiwan, single board);mame;rdft;1996;Seibu Kaihatsu (Explorer System Corp. license);Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);imperfect;1;raster;rdft;Raiden Fighters (Germany);;3;;;0;;1
rdftu;Raiden Fighters (US, earlier);mame;rdft;1996;Seibu Kaihatsu (Fabtek license);Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);imperfect;1;raster;rdft;Raiden Fighters (Germany);;3;;;0;;1
rdftua;Raiden Fighters (US, newer);mame;rdft;1996;Seibu Kaihatsu (Fabtek license);Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);imperfect;1;raster;rdft;Raiden Fighters (Germany);;3;;;0;;1
rdft2;Raiden Fighters 2 - Operation Hell Dive (Germany);mame;;1997;Seibu Kaihatsu (Tuning license);Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;2;;;0;;1
rdft2a;Raiden Fighters 2 - Operation Hell Dive (Hong Kong);mame;rdft2;1997;Seibu Kaihatsu (Metrotainment license);Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);imperfect;1;raster;rdft2;Raiden Fighters 2 - Operation Hell Dive (Germany);;2;;;0;;1
rdft2it;Raiden Fighters 2 - Operation Hell Dive (Italy);mame;rdft2;1997;Seibu Kaihatsu;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);imperfect;1;raster;rdft2;Raiden Fighters 2 - Operation Hell Dive (Germany);;2;;;0;;1
rdft2j;Raiden Fighters 2 - Operation Hell Dive (Japan set 1);mame;rdft2;1997;Seibu Kaihatsu;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);imperfect;1;raster;rdft2;Raiden Fighters 2 - Operation Hell Dive (Germany);;2;;;0;;1
rdft2ja;Raiden Fighters 2 - Operation Hell Dive (Japan set 2);mame;rdft2;1997;Seibu Kaihatsu;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);imperfect;1;raster;rdft2;Raiden Fighters 2 - Operation Hell Dive (Germany);;2;;;0;;1
rdft2jb;Raiden Fighters 2 - Operation Hell Dive (Japan set 3);mame;rdft2;1997;Seibu Kaihatsu;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);imperfect;1;raster;rdft2;Raiden Fighters 2 - Operation Hell Dive (Germany);;2;;;0;;1
rdft2jc;Raiden Fighters 2 - Operation Hell Dive (Japan set 4);mame;rdft2;1997;Seibu Kaihatsu;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);imperfect;1;raster;rdft2;Raiden Fighters 2 - Operation Hell Dive (Germany);;2;;;0;;1
rdft2aa;Raiden Fighters 2 - Operation Hell Dive (Korea);mame;rdft2;1997;Seibu Kaihatsu (Dream Island license);Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);imperfect;1;raster;rdft2;Raiden Fighters 2 - Operation Hell Dive (Germany);;2;;;0;;1
rdft2s;Raiden Fighters 2 - Operation Hell Dive (Switzerland);mame;rdft2;1997;Seibu Kaihatsu;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);imperfect;1;raster;rdft2;Raiden Fighters 2 - Operation Hell Dive (Germany);;2;;;0;;1
rdft2t;Raiden Fighters 2 - Operation Hell Dive (Taiwan);mame;rdft2;1997;Seibu Kaihatsu;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);imperfect;1;raster;rdft2;Raiden Fighters 2 - Operation Hell Dive (Germany);;2;;;0;;1
rdft2us;Raiden Fighters 2 - Operation Hell Dive (US, single board);mame;rdft2;1997;Seibu Kaihatsu (Fabtek license);Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);imperfect;1;raster;rdft2;Raiden Fighters 2 - Operation Hell Dive (Germany);;2;;;0;;1
rdft2u;Raiden Fighters 2 - Operation Hell Dive (US);mame;rdft2;1997;Seibu Kaihatsu (Fabtek license);Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);imperfect;1;raster;rdft2;Raiden Fighters 2 - Operation Hell Dive (Germany);;2;;;0;;1
rdft22kc;Raiden Fighters 2 - Operation Hell Dive 2000 (China, SYS386I);mame;rdft2;2000;Seibu Kaihatsu;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);imperfect;1;raster;rdft2;Raiden Fighters 2 - Operation Hell Dive (Germany);;2;;;0;;1
rfjet;Raiden Fighters Jet (Germany);mame;;1998;Seibu Kaihatsu (Tuning license);Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;2;;;0;;1
rfjetj;Raiden Fighters Jet (Japan);mame;rfjet;1998;Seibu Kaihatsu;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);imperfect;1;raster;rfjet;Raiden Fighters Jet (Germany);;2;;;0;;1
rfjeta;Raiden Fighters Jet (Korea);mame;rfjet;1998;Seibu Kaihatsu (Dream Island license);Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);imperfect;1;raster;rfjet;Raiden Fighters Jet (Germany);;2;;;0;;1
rfjett;Raiden Fighters Jet (Taiwan);mame;rfjet;1998;Seibu Kaihatsu;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);imperfect;1;raster;rfjet;Raiden Fighters Jet (Germany);;2;;;0;;1
rfjetsa;Raiden Fighters Jet (US, single board, test version?);mame;rfjet;1999;Seibu Kaihatsu;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);imperfect;1;raster;rfjet;Raiden Fighters Jet (Germany);;2;;;0;;1
rfjets;Raiden Fighters Jet (US, single board);mame;rfjet;1999;Seibu Kaihatsu;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);imperfect;1;raster;rfjet;Raiden Fighters Jet (Germany);;2;;;0;;1
rfjetu;Raiden Fighters Jet (US);mame;rfjet;1998;Seibu Kaihatsu (Fabtek license);Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);imperfect;1;raster;rfjet;Raiden Fighters Jet (Germany);;2;;;0;;1
